1,0.0,9.7
2,5.402209589506258,9.7
3,2.0777729190408682,9.7
4,4.404878588366639,9.7
5,3.2413257537037476,9.7
6,3.728657947442445,9.7
7,3.609658225715532,9.7
8,3.4147746234671668,9.7
9,3.3768326832064197,9.7
10,3.365992128846208,9.7
11,3.4075475872270253,9.7
12,3.6568803375119265,9.7
13,3.5077695750866416,9.7
14,4.072434921320095,9.7
15,4.113990379700922,9.7
16,4.072434921320083,9.7
17,4.197101296462564,9.7
18,3.906213087796847,9.7
19,3.718310145553137,9.7
20,3.5303250778976234,9.7
21,3.5286004442494043,9.7
22,3.187122981902691,9.7
23,2.95947134033821,9.7
24,2.7369935997183825,9.7
25,3.2923256344438534,9.7
26,3.212992486625923,9.7
27,3.9839037273783613,9.7
28,3.2630068624241897,9.7
29,3.79419402607463,9.7
30,3.4147746234671668,9.7
31,3.908019846856867,9.7
32,3.7941940260746296,9.7
33,3.4906585039886653,9.7
34,4.097729548160604,9.7
35,3.7941940260746296,9.7
36,4.05978760789986,9.7
37,3.966657390896204,9.7
38,3.5699916518065833,9.7
39,3.7183101455531413,9.7
40,3.1997702953229368,9.7
41,3.187122981902691,9.7
42,2.9215294000774708,9.7
43,3.187122981902691,9.7
44,3.4147746234671668,9.7
45,3.3388907429456776,9.7
46,3.9839037273783613,9.7
47,3.7562520858138746,9.7
48,3.7941940260746296,9.7
49,3.642426265031653,9.7
50,3.8700779065961233,9.7
51,3.7562520858138826,9.7
52,3.7562520858138853,9.7
53,3.376832683206417,9.7
54,3.7451856865711592,9.7
